Train_ID,Station_Code,Train_Priority,Weather_Condition,Time_of_Day,Day_of_Week,Network_Congestion,Active_Incident,Scheduled_Arrival_Mins,Actual_Arrival_Mins,Delay_Minutes
27830,GWL,SUPERFAST,MONSOON_STORM,EVENING,WEDNESDAY,HIGH,NO,1202,1275,73
22663,BPL,SUPERFAST,MONSOON_STORM,EVENING,TUESDAY,HIGH,NO,776,828,52
17968,JHS,FREIGHT,CLEAR,AFTERNOON,FRIDAY,MEDIUM,NO,711,750,39
16892,NDLS,SUPERFAST,MONSOON_STORM,NIGHT,MONDAY,HIGH,NO,1008,1071,63
10000,MTJ,RAJDHANI,MONSOON_STORM,MORNING,THURSDAY,HIGH,NO,883,961,78
28011,MMCT,MAIL_EXPRESS,CLEAR,MORNING,THURSDAY,MEDIUM,NO,661,685,24
15432,MMCT,RAJDHANI,FOG,EVENING,MONDAY,HIGH,NO,1047,1092,45
16702,JHS,RAJDHANI,RAIN,EVENING,WEDNESDAY,MEDIUM,NO,503,547,44
28683,NDLS,MAIL_EXPRESS,MONSOON_STORM,NIGHT,SUNDAY,CRITICAL,SIGNAL_FAILURE,1213,1313,100
14631,HWH,SUPERFAST,RAIN,NIGHT,SATURDAY,MEDIUM,NO,1392,1419,27
26120,MTJ,RAJDHANI,FOG,EVENING,TUESDAY,CRITICAL,SIGNAL_FAILURE,1379,1469,90
17254,MTJ,MAIL_EXPRESS,FOG,AFTERNOON,SATURDAY,MEDIUM,NO,1166,1207,41
29301,HWH,SUPERFAST,MONSOON_STORM,MORNING,FRIDAY,HIGH,NO,1081,1164,83
12163,HWH,SUPERFAST,FOG,NIGHT,MONDAY,MEDIUM,NO,318,350,32
18200,AGC,MAIL_EXPRESS,FOG,AFTERNOON,WEDNESDAY,HIGH,NO,1199,1246,47
24575,HWH,RAJDHANI,CLEAR,MORNING,FRIDAY,LOW,NO,1284,1287,3
17441,GWL,MAIL_EXPRESS,CLEAR,MORNING,WEDNESDAY,HIGH,SIGNAL_FAILURE,1084,1157,73
28651,NDLS,FREIGHT,RAIN,AFTERNOON,SUNDAY,HIGH,NO,643,699,56
25180,JHS,MAIL_EXPRESS,RAIN,AFTERNOON,SATURDAY,HIGH,TRACK_MAINTENANCE,955,1008,53
17066,MTJ,FREIGHT,FOG,MORNING,TUESDAY,HIGH,NO,683,754,71
28808,NDLS,FREIGHT,FOG,NIGHT,FRIDAY,CRITICAL,NO,1054,1146,92
19185,MAS,RAJDHANI,MONSOON_STORM,AFTERNOON,TUESDAY,CRITICAL,NO,109,199,90
14040,NDLS,MAIL_EXPRESS,CLEAR,MORNING,FRIDAY,MEDIUM,NO,378,393,15
11824,JHS,RAJDHANI,FOG,MORNING,FRIDAY,MEDIUM,NO,1011,1047,36
13973,BPL,RAJDHANI,CLEAR,NIGHT,SUNDAY,LOW,NO,584,586,2
11271,MAS,SUPERFAST,RAIN,AFTERNOON,SATURDAY,MEDIUM,NO,463,489,26
10813,MMCT,FREIGHT,FOG,MORNING,TUESDAY,HIGH,NO,776,859,83
25489,BPL,SUPERFAST,MONSOON_STORM,AFTERNOON,FRIDAY,HIGH,NO,1274,1343,69
10466,MMCT,MAIL_EXPRESS,CLEAR,EVENING,SATURDAY,MEDIUM,NO,724,748,24
14731,MAS,FREIGHT,CLEAR,EVENING,WEDNESDAY,HIGH,TRACK_MAINTENANCE,563,629,66
16468,JHS,MAIL_EXPRESS,FOG,MORNING,TUESDAY,MEDIUM,NO,1332,1364,32
24900,GWL,RAJDHANI,RAIN,MORNING,WEDNESDAY,MEDIUM,NO,938,957,19
15328,BPL,MAIL_EXPRESS,MONSOON_STORM,MORNING,SUNDAY,CRITICAL,CATTLE_ON_TRACK,565,694,129
23045,GWL,RAJDHANI,MONSOON_STORM,AFTERNOON,TUESDAY,HIGH,SIGNAL_FAILURE,1294,1366,72
21390,MAS,MAIL_EXPRESS,RAIN,MORNING,MONDAY,HIGH,NO,1189,1237,48
17187,GWL,MAIL_EXPRESS,RAIN,EVENING,THURSDAY,MEDIUM,NO,522,559,37
19588,MAS,RAJDHANI,MONSOON_STORM,AFTERNOON,FRIDAY,HIGH,NO,1057,1132,75
16170,HWH,FREIGHT,CLEAR,AFTERNOON,FRIDAY,HIGH,NO,130,189,59
18595,MMCT,FREIGHT,MONSOON_STORM,MORNING,WEDNESDAY,HIGH,NO,304,383,79
23826,MTJ,SUPERFAST,CLEAR,AFTERNOON,TUESDAY,LOW,NO,201,209,8
13557,MAS,FREIGHT,CLEAR,MORNING,TUESDAY,CRITICAL,TRACK_MAINTENANCE,456,568,112
19206,JHS,RAJDHANI,MONSOON_STORM,NIGHT,SATURDAY,MEDIUM,NO,598,630,32
12072,GWL,RAJDHANI,MONSOON_STORM,EVENING,SUNDAY,CRITICAL,NO,1273,1366,93
24861,AGC,FREIGHT,RAIN,MORNING,FRIDAY,MEDIUM,NO,1263,1304,41
29151,NDLS,SUPERFAST,MONSOON_STORM,EVENING,SATURDAY,HIGH,NO,432,509,77
21163,AGC,RAJDHANI,RAIN,MORNING,THURSDAY,MEDIUM,NO,1320,1344,24
13323,BPL,MAIL_EXPRESS,MONSOON_STORM,AFTERNOON,FRIDAY,HIGH,NO,1077,1147,70
21600,MTJ,MAIL_EXPRESS,MONSOON_STORM,MORNING,MONDAY,HIGH,NO,512,590,78
16109,HWH,MAIL_EXPRESS,RAIN,AFTERNOON,SATURDAY,MEDIUM,NO,372,404,32
27069,BPL,RAJDHANI,RAIN,AFTERNOON,FRIDAY,LOW,NO,725,736,11
29836,GWL,MAIL_EXPRESS,CLEAR,NIGHT,FRIDAY,MEDIUM,NO,53,83,30
18042,JHS,SUPERFAST,CLEAR,NIGHT,TUESDAY,LOW,NO,371,377,6
24649,MTJ,SUPERFAST,RAIN,EVENING,WEDNESDAY,MEDIUM,NO,1331,1373,42
14554,JHS,RAJDHANI,CLEAR,MORNING,FRIDAY,LOW,NO,301,303,2
27761,GWL,SUPERFAST,FOG,NIGHT,WEDNESDAY,MEDIUM,NO,1186,1227,41
14992,AGC,RAJDHANI,MONSOON_STORM,EVENING,SATURDAY,CRITICAL,NO,1059,1157,98
17510,MMCT,MAIL_EXPRESS,RAIN,NIGHT,MONDAY,MEDIUM,NO,1018,1044,26
11848,MMCT,FREIGHT,RAIN,AFTERNOON,MONDAY,MEDIUM,NO,376,402,26
19414,MTJ,FREIGHT,FOG,MORNING,SATURDAY,HIGH,NO,1086,1169,83
24247,AGC,FREIGHT,MONSOON_STORM,EVENING,SATURDAY,CRITICAL,NO,1343,1454,111
12130,GWL,FREIGHT,RAIN,MORNING,SATURDAY,HIGH,NO,1032,1081,49
11565,JHS,FREIGHT,FOG,MORNING,SATURDAY,HIGH,NO,490,537,47
11696,MAS,FREIGHT,MONSOON_STORM,MORNING,TUESDAY,CRITICAL,TRACK_MAINTENANCE,1320,1420,100
20755,BPL,MAIL_EXPRESS,CLEAR,NIGHT,FRIDAY,LOW,NO,993,1000,7
13498,MTJ,RAJDHANI,FOG,EVENING,SATURDAY,MEDIUM,NO,669,703,34
27282,NDLS,RAJDHANI,RAIN,MORNING,MONDAY,MEDIUM,CATTLE_ON_TRACK,919,960,41
26086,MAS,MAIL_EXPRESS,CLEAR,AFTERNOON,THURSDAY,LOW,NO,1206,1213,7
23958,HWH,SUPERFAST,MONSOON_STORM,EVENING,WEDNESDAY,CRITICAL,NO,926,1026,100
17256,MAS,MAIL_EXPRESS,RAIN,AFTERNOON,MONDAY,MEDIUM,NO,728,770,42
14035,JHS,RAJDHANI,CLEAR,EVENING,MONDAY,MEDIUM,TRACK_MAINTENANCE,827,870,43
29114,GWL,RAJDHANI,MONSOON_STORM,MORNING,THURSDAY,HIGH,NO,361,450,89
13456,GWL,RAJDHANI,CLEAR,EVENING,FRIDAY,MEDIUM,NO,1271,1289,18
10943,BPL,RAJDHANI,MONSOON_STORM,EVENING,WEDNESDAY,CRITICAL,NO,687,794,107
19442,NDLS,FREIGHT,FOG,NIGHT,TUESDAY,HIGH,NO,1306,1366,60
18835,NDLS,FREIGHT,CLEAR,MORNING,SUNDAY,HIGH,NO,1278,1327,49
12457,MMCT,MAIL_EXPRESS,CLEAR,EVENING,TUESDAY,MEDIUM,NO,528,562,34
25377,JHS,MAIL_EXPRESS,CLEAR,AFTERNOON,MONDAY,MEDIUM,NO,54,70,16
16947,MMCT,SUPERFAST,CLEAR,MORNING,WEDNESDAY,MEDIUM,NO,1335,1350,15
18439,GWL,RAJDHANI,RAIN,AFTERNOON,FRIDAY,LOW,NO,416,430,14
10452,MMCT,RAJDHANI,FOG,EVENING,SATURDAY,MEDIUM,NO,284,324,40
15925,HWH,FREIGHT,MONSOON_STORM,NIGHT,FRIDAY,CRITICAL,SIGNAL_FAILURE,1029,1214,185
14855,MAS,FREIGHT,RAIN,AFTERNOON,FRIDAY,MEDIUM,NO,1192,1221,29
26858,AGC,SUPERFAST,CLEAR,MORNING,THURSDAY,LOW,NO,1382,1394,12
29443,GWL,FREIGHT,MONSOON_STORM,EVENING,WEDNESDAY,CRITICAL,NO,1351,1507,156
20299,AGC,SUPERFAST,RAIN,EVENING,FRIDAY,MEDIUM,NO,1260,1294,34
16933,HWH,MAIL_EXPRESS,MONSOON_STORM,EVENING,WEDNESDAY,CRITICAL,NO,1275,1413,138
29875,BPL,SUPERFAST,MONSOON_STORM,EVENING,THURSDAY,HIGH,NO,73,158,85
27761,MMCT,MAIL_EXPRESS,CLEAR,NIGHT,SUNDAY,LOW,NO,1243,1257,14
21613,BPL,RAJDHANI,RAIN,MORNING,MONDAY,MEDIUM,NO,351,368,17
16428,MTJ,MAIL_EXPRESS,RAIN,MORNING,TUESDAY,MEDIUM,NO,632,665,33
14010,MTJ,SUPERFAST,CLEAR,MORNING,SATURDAY,HIGH,CATTLE_ON_TRACK,545,604,59
10772,AGC,SUPERFAST,RAIN,EVENING,FRIDAY,MEDIUM,NO,394,432,38
20031,MTJ,MAIL_EXPRESS,CLEAR,MORNING,THURSDAY,LOW,NO,804,811,7
11192,BPL,RAJDHANI,CLEAR,MORNING,SUNDAY,LOW,NO,263,266,3
13159,JHS,SUPERFAST,MONSOON_STORM,AFTERNOON,MONDAY,MEDIUM,NO,392,433,41
21833,AGC,RAJDHANI,FOG,AFTERNOON,TUESDAY,HIGH,SIGNAL_FAILURE,37,107,70
13775,JHS,FREIGHT,RAIN,MORNING,SATURDAY,HIGH,NO,550,602,52
11222,BPL,RAJDHANI,FOG,AFTERNOON,WEDNESDAY,MEDIUM,NO,53,82,29
20941,GWL,MAIL_EXPRESS,RAIN,NIGHT,TUESDAY,MEDIUM,NO,1378,1401,23
25046,MTJ,MAIL_EXPRESS,MONSOON_STORM,EVENING,WEDNESDAY,HIGH,NO,42,128,86
14981,AGC,MAIL_EXPRESS,RAIN,MORNING,SUNDAY,MEDIUM,NO,386,417,31
23874,MTJ,MAIL_EXPRESS,MONSOON_STORM,NIGHT,FRIDAY,HIGH,NO,169,229,60
17705,BPL,SUPERFAST,FOG,NIGHT,MONDAY,MEDIUM,NO,659,691,32
16445,NDLS,MAIL_EXPRESS,FOG,AFTERNOON,WEDNESDAY,MEDIUM,NO,987,1031,44
15293,MAS,MAIL_EXPRESS,CLEAR,EVENING,SUNDAY,MEDIUM,NO,1270,1297,27
24115,AGC,SUPERFAST,RAIN,MORNING,MONDAY,MEDIUM,NO,1304,1324,20
24420,NDLS,SUPERFAST,MONSOON_STORM,AFTERNOON,THURSDAY,HIGH,NO,1283,1332,49
15574,NDLS,RAJDHANI,FOG,NIGHT,THURSDAY,HIGH,CATTLE_ON_TRACK,1147,1224,77
19220,MAS,RAJDHANI,MONSOON_STORM,EVENING,MONDAY,HIGH,NO,599,684,85
16801,GWL,SUPERFAST,FOG,MORNING,SUNDAY,MEDIUM,NO,817,859,42
10337,GWL,FREIGHT,MONSOON_STORM,EVENING,SATURDAY,CRITICAL,NO,1056,1186,130
15356,AGC,SUPERFAST,MONSOON_STORM,NIGHT,SATURDAY,HIGH,NO,1194,1265,71
15009,MAS,RAJDHANI,FOG,NIGHT,THURSDAY,MEDIUM,NO,41,78,37
14799,GWL,FREIGHT,RAIN,AFTERNOON,THURSDAY,HIGH,NO,542,598,56
17097,GWL,FREIGHT,MONSOON_STORM,NIGHT,FRIDAY,CRITICAL,NO,808,938,130
24692,GWL,MAIL_EXPRESS,RAIN,EVENING,SUNDAY,MEDIUM,NO,161,201,40
25191,MMCT,MAIL_EXPRESS,RAIN,EVENING,FRIDAY,MEDIUM,NO,947,983,36
20584,HWH,FREIGHT,CLEAR,EVENING,FRIDAY,MEDIUM,NO,357,394,37
16661,GWL,MAIL_EXPRESS,RAIN,NIGHT,THURSDAY,MEDIUM,NO,1113,1149,36
22656,MTJ,SUPERFAST,MONSOON_STORM,NIGHT,WEDNESDAY,MEDIUM,NO,467,504,37
19502,GWL,FREIGHT,MONSOON_STORM,AFTERNOON,SATURDAY,HIGH,NO,211,265,54
28605,MMCT,SUPERFAST,CLEAR,NIGHT,WEDNESDAY,LOW,NO,693,695,2
26614,HWH,RAJDHANI,RAIN,MORNING,SUNDAY,LOW,NO,448,459,11
28650,AGC,FREIGHT,RAIN,EVENING,SATURDAY,MEDIUM,NO,866,905,39
24696,JHS,SUPERFAST,FOG,EVENING,SATURDAY,HIGH,NO,811,869,58
29460,AGC,RAJDHANI,RAIN,EVENING,FRIDAY,MEDIUM,NO,517,551,34
27386,NDLS,SUPERFAST,FOG,AFTERNOON,SUNDAY,MEDIUM,NO,1299,1338,39
15016,AGC,FREIGHT,MONSOON_STORM,MORNING,SATURDAY,CRITICAL,NO,352,482,130
23019,HWH,RAJDHANI,MONSOON_STORM,NIGHT,TUESDAY,MEDIUM,NO,154,198,44
26327,MMCT,FREIGHT,FOG,EVENING,WEDNESDAY,CRITICAL,NO,659,777,118
17332,MAS,SUPERFAST,RAIN,EVENING,SUNDAY,HIGH,NO,1240,1291,51
14460,HWH,SUPERFAST,CLEAR,AFTERNOON,FRIDAY,HIGH,TRACK_MAINTENANCE,325,374,49
27273,MAS,RAJDHANI,FOG,EVENING,SUNDAY,MEDIUM,NO,57,97,40
26372,AGC,MAIL_EXPRESS,CLEAR,MORNING,SATURDAY,MEDIUM,TRACK_MAINTENANCE,949,986,37
28622,HWH,FREIGHT,RAIN,NIGHT,SUNDAY,MEDIUM,NO,793,831,38
29238,BPL,RAJDHANI,FOG,AFTERNOON,MONDAY,MEDIUM,NO,167,198,31
19579,AGC,FREIGHT,RAIN,AFTERNOON,SATURDAY,MEDIUM,NO,1064,1105,41
21122,BPL,RAJDHANI,FOG,AFTERNOON,SUNDAY,MEDIUM,NO,473,516,43
18711,NDLS,FREIGHT,RAIN,EVENING,TUESDAY,HIGH,TRACK_MAINTENANCE,941,1030,89
21873,HWH,SUPERFAST,FOG,NIGHT,FRIDAY,MEDIUM,NO,992,1025,33
18601,NDLS,SUPERFAST,FOG,NIGHT,WEDNESDAY,MEDIUM,NO,387,426,39
12531,BPL,RAJDHANI,FOG,NIGHT,TUESDAY,MEDIUM,NO,121,158,37
28183,MAS,MAIL_EXPRESS,CLEAR,MORNING,TUESDAY,MEDIUM,NO,536,556,20
22164,AGC,RAJDHANI,MONSOON_STORM,EVENING,WEDNESDAY,CRITICAL,SIGNAL_FAILURE,1107,1248,141
23693,MMCT,FREIGHT,FOG,EVENING,MONDAY,CRITICAL,NO,343,470,127
16785,JHS,MAIL_EXPRESS,MONSOON_STORM,NIGHT,WEDNESDAY,HIGH,NO,251,321,70
14309,MAS,SUPERFAST,MONSOON_STORM,MORNING,FRIDAY,HIGH,NO,1326,1399,73
25944,NDLS,MAIL_EXPRESS,CLEAR,EVENING,WEDNESDAY,MEDIUM,NO,365,400,35
27434,GWL,MAIL_EXPRESS,FOG,NIGHT,FRIDAY,MEDIUM,NO,1053,1097,44
23183,AGC,MAIL_EXPRESS,RAIN,EVENING,SUNDAY,HIGH,SIGNAL_FAILURE,502,570,68
10068,NDLS,MAIL_EXPRESS,FOG,EVENING,TUESDAY,HIGH,NO,1107,1187,80
23912,JHS,SUPERFAST,CLEAR,NIGHT,MONDAY,MEDIUM,TRACK_MAINTENANCE,347,387,40
29331,JHS,RAJDHANI,RAIN,AFTERNOON,FRIDAY,LOW,NO,136,148,12
27428,MAS,RAJDHANI,FOG,AFTERNOON,TUESDAY,MEDIUM,NO,516,554,38
26773,HWH,SUPERFAST,RAIN,EVENING,SUNDAY,MEDIUM,NO,519,552,33
12425,BPL,MAIL_EXPRESS,RAIN,AFTERNOON,FRIDAY,MEDIUM,NO,1084,1105,21
23496,JHS,SUPERFAST,MONSOON_STORM,EVENING,MONDAY,CRITICAL,SIGNAL_FAILURE,789,884,95
24866,HWH,RAJDHANI,FOG,NIGHT,TUESDAY,HIGH,SIGNAL_FAILURE,1004,1076,72
14728,BPL,MAIL_EXPRESS,RAIN,MORNING,SATURDAY,MEDIUM,NO,521,553,32
12000,NDLS,MAIL_EXPRESS,RAIN,NIGHT,MONDAY,MEDIUM,NO,1392,1417,25
22627,GWL,SUPERFAST,FOG,MORNING,WEDNESDAY,MEDIUM,NO,993,1015,22
28056,MAS,RAJDHANI,FOG,MORNING,FRIDAY,MEDIUM,NO,68,107,39
13601,GWL,MAIL_EXPRESS,CLEAR,NIGHT,FRIDAY,MEDIUM,NO,482,501,19
19770,MAS,SUPERFAST,CLEAR,MORNING,THURSDAY,LOW,NO,177,188,11
29027,BPL,MAIL_EXPRESS,MONSOON_STORM,NIGHT,TUESDAY,HIGH,NO,484,565,81
18767,HWH,MAIL_EXPRESS,RAIN,AFTERNOON,FRIDAY,MEDIUM,NO,908,934,26
14218,GWL,MAIL_EXPRESS,RAIN,EVENING,THURSDAY,HIGH,SIGNAL_FAILURE,1167,1247,80
26897,MAS,SUPERFAST,MONSOON_STORM,EVENING,FRIDAY,CRITICAL,TRACK_MAINTENANCE,37,157,120
18981,NDLS,SUPERFAST,MONSOON_STORM,EVENING,MONDAY,HIGH,NO,1130,1213,83
22902,AGC,MAIL_EXPRESS,CLEAR,AFTERNOON,THURSDAY,MEDIUM,NO,332,348,16
10594,MTJ,SUPERFAST,CLEAR,MORNING,SUNDAY,LOW,NO,625,638,13
28690,MMCT,SUPERFAST,CLEAR,MORNING,TUESDAY,LOW,NO,774,780,6
17528,JHS,RAJDHANI,FOG,EVENING,WEDNESDAY,HIGH,NO,841,891,50
17281,BPL,MAIL_EXPRESS,CLEAR,NIGHT,SUNDAY,HIGH,CATTLE_ON_TRACK,1148,1212,64
17956,GWL,RAJDHANI,CLEAR,MORNING,THURSDAY,MEDIUM,SIGNAL_FAILURE,650,681,31
26579,MTJ,SUPERFAST,CLEAR,MORNING,THURSDAY,LOW,NO,134,141,7
11737,HWH,FREIGHT,FOG,EVENING,TUESDAY,HIGH,NO,1180,1267,87
25433,MAS,SUPERFAST,RAIN,EVENING,MONDAY,MEDIUM,NO,238,269,31
24123,NDLS,RAJDHANI,FOG,AFTERNOON,MONDAY,MEDIUM,NO,1001,1045,44
27259,AGC,RAJDHANI,FOG,EVENING,MONDAY,MEDIUM,NO,1213,1256,43
10275,MAS,SUPERFAST,FOG,NIGHT,SUNDAY,MEDIUM,NO,1368,1395,27
22146,JHS,MAIL_EXPRESS,FOG,NIGHT,TUESDAY,HIGH,SIGNAL_FAILURE,1000,1072,72
20162,BPL,SUPERFAST,CLEAR,EVENING,SUNDAY,HIGH,CATTLE_ON_TRACK,401,467,66
24064,MMCT,SUPERFAST,MONSOON_STORM,EVENING,MONDAY,CRITICAL,NO,388,478,90
26668,HWH,RAJDHANI,RAIN,EVENING,WEDNESDAY,MEDIUM,NO,1051,1084,33
13216,HWH,MAIL_EXPRESS,MONSOON_STORM,AFTERNOON,SATURDAY,CRITICAL,TRACK_MAINTENANCE,801,927,126
25359,MAS,MAIL_EXPRESS,MONSOON_STORM,NIGHT,SATURDAY,HIGH,NO,279,365,86
28100,MAS,FREIGHT,RAIN,MORNING,TUESDAY,HIGH,NO,224,289,65
10245,HWH,MAIL_EXPRESS,MONSOON_STORM,EVENING,WEDNESDAY,HIGH,NO,1244,1332,88
22585,HWH,RAJDHANI,MONSOON_STORM,EVENING,SUNDAY,HIGH,NO,432,505,73
18913,JHS,MAIL_EXPRESS,RAIN,NIGHT,SATURDAY,MEDIUM,NO,1140,1184,44
11966,MTJ,SUPERFAST,RAIN,AFTERNOON,WEDNESDAY,MEDIUM,NO,948,969,21
11371,HWH,SUPERFAST,FOG,AFTERNOON,FRIDAY,HIGH,NO,61,110,49
19110,JHS,RAJDHANI,RAIN,EVENING,THURSDAY,MEDIUM,NO,632,664,32
12196,AGC,MAIL_EXPRESS,MONSOON_STORM,AFTERNOON,WEDNESDAY,HIGH,NO,1367,1439,72
29470,BPL,MAIL_EXPRESS,CLEAR,NIGHT,THURSDAY,MEDIUM,NO,353,376,23
10705,BPL,MAIL_EXPRESS,FOG,AFTERNOON,THURSDAY,HIGH,NO,912,981,69
18028,JHS,FREIGHT,FOG,NIGHT,THURSDAY,HIGH,NO,94,179,85
12004,MAS,SUPERFAST,CLEAR,AFTERNOON,FRIDAY,LOW,NO,394,396,2
10045,GWL,MAIL_EXPRESS,FOG,NIGHT,WEDNESDAY,MEDIUM,NO,629,667,38
26277,AGC,FREIGHT,CLEAR,MORNING,TUESDAY,MEDIUM,NO,425,465,40
26602,HWH,MAIL_EXPRESS,RAIN,EVENING,FRIDAY,HIGH,NO,1018,1066,48
20792,MTJ,FREIGHT,MONSOON_STORM,NIGHT,THURSDAY,CRITICAL,NO,15,109,94
28854,BPL,FREIGHT,RAIN,MORNING,TUESDAY,HIGH,NO,487,541,54
19028,GWL,SUPERFAST,MONSOON_STORM,AFTERNOON,SATURDAY,HIGH,NO,865,953,88
25304,AGC,SUPERFAST,MONSOON_STORM,MORNING,SATURDAY,HIGH,NO,535,583,48
14065,MTJ,MAIL_EXPRESS,CLEAR,NIGHT,SUNDAY,MEDIUM,NO,317,343,26
12435,NDLS,SUPERFAST,CLEAR,EVENING,SATURDAY,MEDIUM,SIGNAL_FAILURE,986,1028,42
19006,BPL,FREIGHT,RAIN,AFTERNOON,WEDNESDAY,HIGH,NO,1370,1437,67
18999,MAS,RAJDHANI,MONSOON_STORM,MORNING,THURSDAY,HIGH,NO,1021,1087,66
20238,AGC,FREIGHT,MONSOON_STORM,NIGHT,MONDAY,HIGH,NO,121,179,58
24799,AGC,SUPERFAST,MONSOON_STORM,AFTERNOON,WEDNESDAY,HIGH,NO,318,407,89
12548,BPL,FREIGHT,FOG,AFTERNOON,SATURDAY,HIGH,NO,76,137,61
13750,JHS,MAIL_EXPRESS,RAIN,NIGHT,SATURDAY,CRITICAL,CATTLE_ON_TRACK,614,715,101
16591,AGC,FREIGHT,MONSOON_STORM,MORNING,WEDNESDAY,CRITICAL,CATTLE_ON_TRACK,348,491,143
22411,HWH,FREIGHT,RAIN,AFTERNOON,SUNDAY,MEDIUM,NO,1146,1172,26
11064,MTJ,FREIGHT,RAIN,AFTERNOON,MONDAY,HIGH,NO,1018,1084,66
17331,BPL,SUPERFAST,RAIN,NIGHT,WEDNESDAY,MEDIUM,NO,156,183,27
18613,MMCT,FREIGHT,CLEAR,AFTERNOON,THURSDAY,HIGH,TRACK_MAINTENANCE,642,722,80
25479,JHS,RAJDHANI,RAIN,AFTERNOON,TUESDAY,LOW,NO,488,501,13
10411,AGC,MAIL_EXPRESS,CLEAR,AFTERNOON,SATURDAY,MEDIUM,NO,387,412,25
27925,JHS,FREIGHT,FOG,AFTERNOON,SUNDAY,HIGH,NO,298,364,66
13792,MMCT,RAJDHANI,FOG,NIGHT,WEDNESDAY,HIGH,NO,1273,1318,45
20395,NDLS,RAJDHANI,RAIN,MORNING,SUNDAY,LOW,NO,1345,1356,11
29472,HWH,MAIL_EXPRESS,FOG,MORNING,MONDAY,HIGH,NO,1002,1059,57
19773,MAS,FREIGHT,FOG,NIGHT,WEDNESDAY,MEDIUM,NO,254,295,41
23677,MTJ,SUPERFAST,CLEAR,EVENING,TUESDAY,MEDIUM,NO,715,750,35
11181,JHS,MAIL_EXPRESS,RAIN,NIGHT,SUNDAY,MEDIUM,NO,1191,1211,20
22751,NDLS,MAIL_EXPRESS,CLEAR,NIGHT,TUESDAY,MEDIUM,NO,226,242,16
17894,HWH,SUPERFAST,MONSOON_STORM,EVENING,WEDNESDAY,CRITICAL,NO,703,825,122
16316,HWH,FREIGHT,RAIN,AFTERNOON,SATURDAY,MEDIUM,NO,945,974,29
28584,AGC,MAIL_EXPRESS,RAIN,NIGHT,FRIDAY,MEDIUM,NO,1212,1239,27
16439,BPL,SUPERFAST,CLEAR,EVENING,THURSDAY,LOW,NO,944,958,14
21001,MAS,SUPERFAST,MONSOON_STORM,MORNING,SATURDAY,CRITICAL,NO,54,148,94
26954,JHS,SUPERFAST,CLEAR,AFTERNOON,FRIDAY,LOW,NO,513,520,7
11486,MMCT,FREIGHT,FOG,NIGHT,SATURDAY,HIGH,TRACK_MAINTENANCE,613,701,88
11834,HWH,FREIGHT,CLEAR,NIGHT,FRIDAY,HIGH,NO,26,82,56
15019,JHS,MAIL_EXPRESS,CLEAR,EVENING,SATURDAY,HIGH,NO,859,905,46
28702,AGC,FREIGHT,RAIN,MORNING,SATURDAY,MEDIUM,NO,604,623,19
21221,JHS,FREIGHT,RAIN,EVENING,FRIDAY,HIGH,NO,1165,1236,71
13469,JHS,RAJDHANI,RAIN,AFTERNOON,WEDNESDAY,MEDIUM,NO,813,829,16
12964,GWL,RAJDHANI,MONSOON_STORM,AFTERNOON,TUESDAY,HIGH,NO,777,852,75
28423,AGC,FREIGHT,RAIN,NIGHT,WEDNESDAY,CRITICAL,TRACK_MAINTENANCE,898,1009,111
27090,NDLS,RAJDHANI,MONSOON_STORM,AFTERNOON,WEDNESDAY,CRITICAL,NO,1023,1113,90
22336,MMCT,FREIGHT,FOG,AFTERNOON,WEDNESDAY,HIGH,NO,1068,1127,59
20434,MAS,RAJDHANI,MONSOON_STORM,AFTERNOON,MONDAY,HIGH,NO,200,279,79
19659,HWH,FREIGHT,RAIN,NIGHT,SATURDAY,MEDIUM,NO,1066,1098,32
19092,AGC,RAJDHANI,RAIN,MORNING,SUNDAY,LOW,NO,229,242,13
23172,MTJ,RAJDHANI,CLEAR,AFTERNOON,MONDAY,LOW,NO,2,7,5
14428,JHS,RAJDHANI,MONSOON_STORM,NIGHT,SUNDAY,HIGH,NO,1192,1273,81
28847,GWL,FREIGHT,MONSOON_STORM,NIGHT,TUESDAY,HIGH,NO,395,481,86
25788,GWL,RAJDHANI,MONSOON_STORM,AFTERNOON,MONDAY,HIGH,NO,968,1025,57
25008,AGC,FREIGHT,MONSOON_STORM,NIGHT,SATURDAY,HIGH,NO,734,791,57
12882,JHS,RAJDHANI,MONSOON_STORM,NIGHT,SATURDAY,HIGH,NO,996,1085,89
19977,NDLS,SUPERFAST,CLEAR,NIGHT,WEDNESDAY,LOW,NO,600,604,4
23062,HWH,MAIL_EXPRESS,RAIN,NIGHT,SUNDAY,MEDIUM,NO,265,295,30
22604,GWL,RAJDHANI,FOG,NIGHT,WEDNESDAY,MEDIUM,NO,406,450,44
12747,MMCT,RAJDHANI,FOG,NIGHT,SATURDAY,MEDIUM,NO,335,377,42
27125,GWL,RAJDHANI,CLEAR,AFTERNOON,WEDNESDAY,MEDIUM,TRACK_MAINTENANCE,275,298,23
25144,MAS,FREIGHT,CLEAR,NIGHT,MONDAY,MEDIUM,NO,93,108,15
21968,NDLS,MAIL_EXPRESS,MONSOON_STORM,NIGHT,THURSDAY,HIGH,NO,1134,1203,69
23952,AGC,SUPERFAST,RAIN,NIGHT,FRIDAY,HIGH,CATTLE_ON_TRACK,1229,1298,69
